rank,title,title_english,title_japanese,type,members,score,year,image_url
1,Kyojin no Hoshi,Kyojin no Hoshi,巨人の星,TV,3820,6.89,1968,https://cdn.myanimelist.net/images/anime/12/59519.jpg
2,Cyborg 009 (TV),Cyborg 009,サイボーグ009,TV,7562,6.83,1968,https://cdn.myanimelist.net/images/anime/6/22076.jpg
3,Gegege no Kitarou (1968),Gegege no Kitarou (1968),ゲゲゲの鬼太郎,TV,6083,6.82,1968,https://cdn.myanimelist.net/images/anime/13/27398.jpg
4,Sabu to Ichi Torimono Hikae,Sabu & Ichi's Arrest Warrant,佐武と市捕物控,TV,3406,6.76,1968,https://cdn.myanimelist.net/images/anime/9/84054.jpg
5,Sasuke,Sasuke,サスケ,TV,3006,6.74,1968,https://cdn.myanimelist.net/images/anime/4/30805.jpg
6,Kaibutsu-kun,Kaibutsu-kun,怪物くん,TV,2127,6.58,1968,https://cdn.myanimelist.net/images/anime/6/79850.jpg
7,Taiyou no Ouji: Horus no Daibouken,Horus: Prince of the Sun,太陽の王子 ホルスの大冒険,Movie,10316,6.49,1968,https://cdn.myanimelist.net/images/anime/1181/147218.jpg
8,Youkai Ningen Bem,Humanoid Monster Bem,妖怪人間ベム,TV,2895,6.2,1968,https://cdn.myanimelist.net/images/anime/10/64521.jpg
9,Wanpaku Tanteidan,Wanpaku Tanteidan,わんぱく探偵団,TV,1472,6.13,1968,https://cdn.myanimelist.net/images/anime/10/59651.jpg
10,Fight Da!! Pyuta,Fight Da!! Pyuta,ファイトだ!! ピュー太,TV,836,6.05,1968,https://cdn.myanimelist.net/images/anime/1208/131561.jpg
11,Animal 1,Animal 1,アニマル１,TV,1015,6.01,1968,https://cdn.myanimelist.net/images/anime/2/47151.jpg
12,Akane-chan,Little Miss Akane,あかねちゃん,TV,976,5.91,1968,https://cdn.myanimelist.net/images/anime/12/72149.jpg
13,Dororo Pilot,Dororo Pilot,どろろ,Special,6198,5.8,1968,https://cdn.myanimelist.net/images/anime/1338/132912.jpg
14,Minikui Ahiru no Ko,Minikui Ahiru no Ko,みにくいあひるの子,Movie,390,5.8,1968,https://cdn.myanimelist.net/images/anime/11/82166.jpg
15,Andersen Monogatari,The World of Hans Christian Andersen,アンデルセン物語,Movie,1710,5.62,1968,https://cdn.myanimelist.net/images/anime/1051/100526.jpg
16,Umihiko Yamahiko,Umihiko Yamahiko,海ひこ山ひこ,Movie,539,5.62,1968,https://cdn.myanimelist.net/images/anime/6/81957.jpg
17,Hanaori,The Breaking of Branches is Forbidden,花折り,Movie,1166,5.39,1968,https://cdn.myanimelist.net/images/anime/1204/135491.jpg
18,Souseiki,The Genesis,創世記,Movie,2106,5.39,1968,https://cdn.myanimelist.net/images/anime/10/5777.jpg
19,Hwanggeum Cheolin,The Golden Iron Man,황금철인,Movie,521,5.31,1968,https://cdn.myanimelist.net/images/anime/3/45148.jpg
20,Ni-hiki no Sanma (1968),Ni-hiki no Sanma (1968),二匹のサンマ,Movie,722,5.24,1968,https://cdn.myanimelist.net/images/anime/3/71445.jpg
21,Ojiichan ga Kaizoku Datta Koro,Ojiichan ga Kaizoku Datta Koro,おじいちゃんが海賊だった頃,Movie,522,5.23,1968,https://cdn.myanimelist.net/images/anime/6/36699.jpg
22,Okaasan no Kao,Okaasan no Kao,おかあさんの顔,Music,344,4.95,1968,https://cdn.myanimelist.net/images/anime/11/86034.jpg
23,Juu-nin no Chiisa na Indian,Ten Little Indians,十人の小さなインディアン,Movie,619,4.93,1968,https://cdn.myanimelist.net/images/anime/4/70689.jpg
24,Amaryllis,Amaryllis,アマリリス,Music,500,4.76,1968,https://cdn.myanimelist.net/images/anime/3/87170.jpg
25,Bucket no Ana,Bucket no Ana,バケツの穴,Music,514,4.68,1968,https://cdn.myanimelist.net/images/anime/4/72267.jpg
26,Ushi Atama,Oxed-Man,牛頭,Movie,638,4.43,1968,https://cdn.myanimelist.net/images/anime/3/72763.jpg
27,Kemeko no Love,Kemeko no Love,ケメ子のLOVE,Movie,1721,4.36,1968,https://cdn.myanimelist.net/images/anime/13/64691.jpg
28,Baka Baka Baka na Sekai,Crazy World,馬鹿馬鹿馬鹿な世界,Movie,2298,4.25,1968,https://cdn.myanimelist.net/images/anime/9/71551.jpg
